,ID,SerialNumber,ListYear,DateRecorded,Town,Address,AssessedValue,SaleAmount,SalesRatio,PropertyType,ResidentialType,NonUseCode,Remarks
733,734,11050,2011,09/24/2012 12:00:00 AM,Ansonia,1 WESTBROOK AVE,154800,95000.0,1.62947368421053,Residential,Two Family,7,
782,783,11018,2011,07/23/2012 12:00:00 AM,Ansonia,10 MARY STREET,156400,125000.0,1.2512,Residential,Single Family,25,
786,787,1102,2011,10/28/2011 12:00:00 AM,Ansonia,10 MENNA ROAD,217900,275000.0,0.7923636363636359,Residential,Single Family,,
833,834,1139,2011,02/06/2012 12:00:00 AM,Ansonia,103 WESTFIELD AVE,183600,75000.0,2.448,Residential,Two Family,14,
890,891,1112,2011,11/17/2011 12:00:00 AM,Ansonia,11 BELLEVIEW TERR,122500,115000.0,1.0652173913043501,Residential,Single Family,25,
892,893,1154,2011,03/12/2012 12:00:00 AM,Ansonia,11 BERKSHIRE ROAD,179300,215000.0,0.833953488372093,Residential,Single Family,,
908,909,1198,2011,06/05/2012 12:00:00 AM,Ansonia,11 HUGHES CR,151000,175800.0,0.858930602957907,Condo,,,
910,911,11041,2011,09/07/2012 12:00:00 AM,Ansonia,11 JASON WRIGHT DRIVE,193000,171959.0,1.12236056269227,Residential,Single Family,25,
921,922,1151,2011,03/02/2012 12:00:00 AM,Ansonia,11 SMITH STREETREET,150200,50000.0,3.0039999999999996,Residential,Two Family,7,
924,925,11020,2011,07/30/2012 12:00:00 AM,Ansonia,11 WEBB TERR,178500,122000.0,1.4631147540983602,Residential,Single Family,25,
935,936,11032,2011,08/16/2012 12:00:00 AM,Ansonia,111 WAKELEE AVE,376500,410000.0,0.9182926829268292,Commercial,,,
941,942,1115,2011,11/23/2011 12:00:00 AM,Ansonia,113 PLATT STREET,187300,99900.0,1.87487487487488,Residential,Two Family,14,
947,948,1136,2011,01/13/2012 12:00:00 AM,Ansonia,114 HODGE AVE,188900,158000.0,1.1955696202531598,Residential,Two Family,,
958,959,11017,2011,07/23/2012 12:00:00 AM,Ansonia,115 ROCKWOOD AVE,148200,142500.0,1.04,Residential,Single Family,,
976,977,1123,2011,12/13/2011 12:00:00 AM,Ansonia,118 HOWARD AVE,176300,65000.0,2.71230769230769,Residential,Two Family,14,
1027,1028,1162,2011,03/26/2012 12:00:00 AM,Ansonia,12 HULL STREETREET,146400,120000.0,1.22,Residential,Single Family,25,
1034,1035,1120,2011,12/12/2011 12:00:00 AM,Ansonia,12 LESTER STREET,150300,51500.0,2.91844660194175,Residential,Two Family,7,
1105,1106,1163,2011,03/28/2012 12:00:00 AM,Ansonia,127 HOWARD AVENUE,208400,229000.0,0.910043668122271,Residential,Three Family,,
1132,1133,11006,2011,06/28/2012 12:00:00 AM,Ansonia,13 EAGLE STREET,143500,75000.0,1.9133333333333302,Residential,Two Family,7,
1135,1136,1114,2011,11/22/2011 12:00:00 AM,Ansonia,13 FINNEY STREET EXT,188200,145000.0,1.29793103448276,Residential,Single Family,25,
1178,1179,1111,2011,11/17/2011 12:00:00 AM,Ansonia,135 PLATT STREET,221300,80000.0,2.76625,Residential,Two Family,14,
1193,1194,1137,2011,02/01/2012 12:00:00 AM,Ansonia,137 1/2 N STREETATE STREET,193300,155000.0,1.2470967741935501,Residential,Single Family,,
1250,1251,1174,2011,04/12/2012 12:00:00 AM,Ansonia,14 RUFUS STREET,174700,170000.0,1.02764705882353,Residential,Single Family,,
1252,1253,1124,2011,12/19/2011 12:00:00 AM,Ansonia,14 TORO LA,180200,247000.0,0.7295546558704449,Residential,Single Family,,
1269,1270,11029,2011,08/13/2012 12:00:00 AM,Ansonia,142 PLATT STREET,173100,100000.0,1.7309999999999999,Residential,Single Family,25,
1294,1295,11022,2011,07/31/2012 12:00:00 AM,Ansonia,147 JACKSON STREET,128900,115000.0,1.12086956521739,Residential,Single Family,,
1320,1321,1166,2011,04/02/2012 12:00:00 AM,Ansonia,15 DWIGHT STREET,144900,94650.0,1.53090332805071,Residential,Two Family,25,
1346,1347,1109,2011,11/10/2011 12:00:00 AM,Ansonia,15 RICHARD STREET,143800,153000.0,0.9398692810457521,Residential,Single Family,,
1350,1351,1113,2011,11/18/2011 12:00:00 AM,Ansonia,15 SOBIN DRIVE,218100,265000.0,0.8230188679245279,Residential,Single Family,,
1354,1355,11034,2011,08/24/2012 12:00:00 AM,Ansonia,150 HOWARD AVE,190600,199000.0,0.9577889447236179,Residential,Two Family,,
1363,1364,11015,2011,07/17/2012 12:00:00 AM,Ansonia,152 N STREETATE STREET,182400,135200.0,1.3491124260354999,Residential,Three Family,,
1373,1374,1101,2011,10/24/2011 12:00:00 AM,Ansonia,154 HULL STREET,220600,70000.0,3.1514285714285695,Residential,Single Family,8,
1427,1428,1177,2011,04/20/2012 12:00:00 AM,Ansonia,16 N WESTWOOD ROAD,138700,188000.0,0.737765957446808,Residential,Single Family,,
1434,1435,1192,2011,05/09/2012 12:00:00 AM,Ansonia,16 PRINDLE AVE,185000,168000.0,1.10119047619048,Residential,Single Family,,
1435,1436,1193,2011,05/09/2012 12:00:00 AM,Ansonia,16 PRINDLE AVE REAR,6800,12000.0,0.566666666666667,Vacant Land,,,
1447,1448,1147,2011,02/28/2012 12:00:00 AM,Ansonia,160 N MAIN STREET,171500,60000.0,2.8583333333333303,Residential,Two Family,14,
1450,1451,1134,2011,01/05/2012 12:00:00 AM,Ansonia,161 BENZ STREET,198200,249000.0,0.795983935742972,Residential,Single Family,,
1453,1454,118,2011,10/17/2011 12:00:00 AM,Ansonia,162 PULASKI HWY,192000,228000.0,0.842105263157895,Residential,Single Family,,
1497,1498,11003,2011,06/18/2012 12:00:00 AM,Ansonia,17 CHESTER STREET,181800,247000.0,0.736032388663968,Residential,Single Family,,
1503,1504,1179,2011,04/27/2012 12:00:00 AM,Ansonia,17 EAST STREET,119500,108000.0,1.10648148148148,Residential,Single Family,25,
1544,1545,1183,2011,05/17/2012 12:00:00 AM,Ansonia,172 HOWARD AVE,153100,128000.0,1.19609375,Residential,Two Family,,
1549,1550,1116,2011,11/29/2011 12:00:00 AM,Ansonia,173 WESTFIELD AVE,133400,110000.0,1.21272727272727,Residential,Single Family,25,
1566,1567,1141,2011,02/21/2012 12:00:00 AM,Ansonia,177 BEAVER STREET,183000,61425.0,2.9792429792429798,Residential,Two Family,14,
1571,1572,1189,2011,05/29/2012 12:00:00 AM,Ansonia,178 FRANKLIN STREET,150500,169900.0,0.885815185403178,Residential,Single Family,,
1592,1593,11021,2011,07/30/2012 12:00:00 AM,Ansonia,18 HARRIS ROAD,134500,176500.0,0.762039660056657,Residential,Single Family,,
1619,1620,11000,2011,06/07/2012 12:00:00 AM,Ansonia,180 N STREETATE STREET,183000,57000.0,3.21052631578947,Residential,Two Family,14,
1635,1636,1191,2011,05/31/2012 12:00:00 AM,Ansonia,188 BEAVER STREET,162100,135000.0,1.20074074074074,Residential,Two Family,,
1650,1651,11039,2011,09/05/2012 12:00:00 AM,Ansonia,19 CHESTER STREET,179300,230000.0,0.779565217391304,Residential,Single Family,,
1653,1654,11053,2011,09/28/2012 12:00:00 AM,Ansonia,19 COLONY STREET,162600,160000.0,1.01625,Residential,Single Family,,
1695,1696,1140,2011,02/13/2012 12:00:00 AM,Ansonia,193 WAKELEE AVE,147200,66000.0,2.2303030303030296,Residential,Single Family,14,
1744,1745,1176,2011,04/17/2012 12:00:00 AM,Ansonia,2 DOREL TERR,220600,280000.0,0.787857142857143,Residential,Single Family,,
1753,1754,1121,2011,12/12/2011 12:00:00 AM,Ansonia,2 GRACIE LA,43100,265500.0,0.16233521657250502,Residential,Single Family,7,
1767,1768,1125,2011,12/22/2011 12:00:00 AM,Ansonia,2 PROSPECT STREET,156500,210000.0,0.7452380952380949,Residential,Single Family,,
1792,1793,1164,2011,03/29/2012 12:00:00 AM,Ansonia,20 HARRIS ROAD,138000,128000.0,1.078125,Residential,Single Family,25,
1797,1798,1172,2011,04/10/2012 12:00:00 AM,Ansonia,20 LAROVERA TERR,269000,307500.0,0.87479674796748,Residential,Single Family,,
1802,1803,11010,2011,07/09/2012 12:00:00 AM,Ansonia,20 MIDDLE STREET,157800,168000.0,0.9392857142857142,Residential,Single Family,,
1840,1841,1188,2011,05/29/2012 12:00:00 AM,Ansonia,206 PRINDLE AVE,160200,185000.0,0.865945945945946,Residential,Single Family,,
1849,1850,1160,2011,03/21/2012 12:00:00 AM,Ansonia,21 ARCH STREETREET,173200,68250.0,2.53772893772894,Residential,Two Family,14,
1856,1857,11019,2011,07/23/2012 12:00:00 AM,Ansonia,21 COLUMBIA STREET,130600,30000.0,4.35333333333333,Residential,Single Family,7,
1863,1864,1195,2011,06/01/2012 12:00:00 AM,Ansonia,21 GRANITE TERR,252200,308000.0,0.818831168831169,Residential,Single Family,,
1868,1869,1146,2011,02/27/2012 12:00:00 AM,Ansonia,21 HOWARD AVE,169400,87000.0,1.9471264367816103,Residential,Two Family,14,
1886,1887,11048,2011,09/18/2012 12:00:00 AM,Ansonia,21 SOUTH STREET,153100,138500.0,1.10541516245487,Residential,Single Family,,
1921,1922,116,2011,10/12/2011 12:00:00 AM,Ansonia,22-24 FOREST AVE,152400,70100.0,2.17403708987161,Residential,Two Family,7,
1928,1929,1159,2011,03/19/2012 12:00:00 AM,Ansonia,22 CASTLE LANE,185700,154900.0,1.1988379599741799,Residential,Single Family,25,
1934,1935,1132,2011,12/30/2011 12:00:00 AM,Ansonia,22 CLIFTON AVE,144600,62000.0,2.3322580645161297,Residential,Two Family,7,
1949,1950,1110,2011,11/14/2011 12:00:00 AM,Ansonia,22 HARRIS ROAD,165300,142000.0,1.16408450704225,Residential,Single Family,,
1950,1951,1194,2011,06/01/2012 12:00:00 AM,Ansonia,22 HARRIS ROAD,165300,225000.0,0.734666666666667,Residential,Single Family,25,
1959,1960,1128,2011,12/28/2011 12:00:00 AM,Ansonia,22 JUDSON PLACE,161200,210000.0,0.7676190476190479,Residential,Single Family,,
1992,1993,11045,2011,09/13/2012 12:00:00 AM,Ansonia,225 WESTFIELD AVE,206800,218500.0,0.946453089244851,Residential,Single Family,,
1994,1995,1181,2011,05/08/2012 12:00:00 AM,Ansonia,226 PRINDLE AVE,195100,181000.0,1.07790055248619,Residential,Single Family,25,
2007,2008,11011,2011,07/11/2012 12:00:00 AM,Ansonia,23 BIRCHWOOD DRIVE,198700,259500.0,0.7657032755298651,Residential,Single Family,,
2028,2029,11035,2011,08/30/2012 12:00:00 AM,Ansonia,23 SOBIN DRIVE,237400,274900.0,0.86358675882139,Residential,Single Family,,
2030,2031,1197,2011,06/04/2012 12:00:00 AM,Ansonia,23 WESLEY STREET,129400,178500.0,0.7249299719887958,Residential,Single Family,,
2073,2074,1108,2011,11/10/2011 12:00:00 AM,Ansonia,24 HOINSKI WAY,222500,250000.0,0.89,Residential,Single Family,,
2097,2098,1161,2011,03/23/2012 12:00:00 AM,Ansonia,240 N MAIN STREETREET,201900,57000.0,3.5421052631579,Residential,Two Family,7,
2111,2112,11043,2011,09/11/2012 12:00:00 AM,Ansonia,25-27 JEWETT STREET,167000,95000.0,1.75789473684211,Residential,Two Family,7,
2113,2114,112,2011,10/03/2011 12:00:00 AM,Ansonia,25 ALAN DRIVE,153100,175000.0,0.874857142857143,Residential,Single Family,,
2189,2190,1118,2011,12/02/2011 12:00:00 AM,Ansonia,26 N WESTWOOD ROAD,174000,200740.0,0.8667928663943409,Residential,Single Family,,
2190,2191,1122,2011,12/13/2011 12:00:00 AM,Ansonia,26 NICHOLS STREET,138800,60000.0,2.3133333333333304,Residential,Two Family,7,
2191,2192,11002,2011,06/13/2012 12:00:00 AM,Ansonia,26 NICHOLS STREET,138800,105000.0,1.32190476190476,Residential,Two Family,25,
2192,2193,1168,2011,04/03/2012 12:00:00 AM,Ansonia,26 NOLAN MANOR CONDO,49100,28750.0,1.70782608695652,Condo,,25,
2231,2232,1144,2011,02/24/2012 12:00:00 AM,Ansonia,27 GLEN DRIVE,189900,107500.0,1.76651162790698,Residential,Single Family,8,
2232,2233,1145,2011,02/24/2012 12:00:00 AM,Ansonia,27 GLEN DRIVE,189900,107500.0,1.76651162790698,Residential,Single Family,8,
2294,2295,1156,2011,03/19/2012 12:00:00 AM,Ansonia,28 MARTIN TERRACE,181100,225000.0,0.8048888888888891,Residential,Single Family,,
2391,2392,11027,2011,08/07/2012 12:00:00 AM,Ansonia,3 FARREL DRIVE,159400,135000.0,1.18074074074074,Residential,Single Family,25,
2469,2469,1142,2011,02/23/2012 12:00:00 AM,Ansonia,30 WESLEY STREET,180100,159000.0,1.13270440251572,Residential,Single Family,,
2539,2539,1150,2011,03/01/2012 12:00:00 AM,Ansonia,323 BEAVER STREETREET,167100,99000.0,1.68787878787879,Residential,Single Family,14,
2554,2554,1173,2011,04/10/2012 12:00:00 AM,Ansonia,33 FRANKLIN STREET,127200,35001.0,3.6341818805177004,Residential,Single Family,14,
2557,2557,11012,2011,07/12/2012 12:00:00 AM,Ansonia,33 GROVE STREET,150000,115600.0,1.2975778546712802,Residential,Three Family,25,
2622,2623,1171,2011,04/09/2012 12:00:00 AM,Ansonia,34 WINTER STREET,154200,85000.0,1.81411764705882,Residential,Two Family,8,
2641,2642,1127,2011,12/28/2011 12:00:00 AM,Ansonia,35 JEWETT STREET,156100,120000.0,1.30083333333333,Residential,Single Family,,
2695,2696,11024,2011,08/02/2012 12:00:00 AM,Ansonia,37 ELAINE DRIVE,149700,154000.0,0.9720779220779219,Residential,Single Family,,
2703,2704,11042,2011,09/10/2012 12:00:00 AM,Ansonia,37 GLEN DRIVE,194600,205000.0,0.949268292682927,Residential,Single Family,,
2731,2732,1103,2011,10/31/2011 12:00:00 AM,Ansonia,375 MAIN STREET,254900,175000.0,1.4565714285714297,Commercial,,25,
2770,2770,1187,2011,05/29/2012 12:00:00 AM,Ansonia,39 LAROVERA TERR,284800,250000.0,1.1392,Residential,Single Family,25,
2788,2788,11005,2011,06/21/2012 12:00:00 AM,Ansonia,4 BEECHWOOD DRIVE,125000,135000.0,0.9259259259259259,Residential,Single Family,,
2846,2847,113,2011,10/03/2011 12:00:00 AM,Ansonia,40 CLONY STREET,152000,83000.0,1.83132530120482,Residential,Two Family,7,
2899,2900,1190,2011,05/30/2012 12:00:00 AM,Ansonia,416 N MAIN STREET,166500,198900.0,0.8371040723981898,Residential,Single Family,,
2908,2909,11036,2011,08/30/2012 12:00:00 AM,Ansonia,42 BUSWELL STREET,144300,115000.0,1.25478260869565,Residential,Single Family,25,
2920,2921,1169,2011,04/03/2012 12:00:00 AM,Ansonia,423 N MAIN STREET,167900,165500.0,1.01450151057402,Residential,Single Family,,
2955,2955,115,2011,10/06/2011 12:00:00 AM,Ansonia,44 VINE STREET,157300,138000.0,1.1398550724637702,Residential,Two Family,,
2963,2964,1131,2011,12/29/2011 12:00:00 AM,Ansonia,45 FORD STREET,133100,108000.0,1.2324074074074098,Residential,Single Family,25,
2965,2966,1185,2011,05/22/2012 12:00:00 AM,Ansonia,45 HIGHLAND AVE,138000,115000.0,1.2,Residential,Single Family,,
2970,2971,119,2011,10/17/2011 12:00:00 AM,Ansonia,45 N WESTWOOD ROAD,164600,185500.0,0.88733153638814,Residential,Single Family,,
3002,3003,1106,2011,11/10/2011 12:00:00 AM,Ansonia,47 BRIDGE STREET,179400,205866.0,0.8714406458570141,Commercial,,24,
3021,3022,110,2011,10/03/2011 12:00:00 AM,Ansonia,47 PERSHING DRIVE,242500,225000.0,1.07777777777778,Commercial,,24,
3047,3048,1186,2011,05/25/2012 12:00:00 AM,Ansonia,48 VINE STREET,182100,89000.0,2.0460674157303402,Residential,Two Family,7,
3083,3084,1175,2011,04/16/2012 12:00:00 AM,Ansonia,5 COE LA,147700,253950.0,0.581610553258515,Residential,Single Family,7,
3084,3085,1158,2011,03/19/2012 12:00:00 AM,Ansonia,5 CONDON DRIVE,211100,240000.0,0.8795833333333342,Residential,Single Family,,
3104,3105,1126,2011,12/23/2011 12:00:00 AM,Ansonia,5 HUGHES CR,148200,167900.0,0.882668254913639,Condo,,,
3108,3109,11038,2011,08/31/2012 12:00:00 AM,Ansonia,5 KRUEGER CT,216400,275000.0,0.7869090909090909,Residential,Single Family,,
3116,3117,11028,2011,08/09/2012 12:00:00 AM,Ansonia,5 MARTIN TERR,229100,215000.0,1.06558139534884,Residential,Single Family,25,
3117,3118,11016,2011,07/23/2012 12:00:00 AM,Ansonia,5 MEADOW STREET,153800,130000.0,1.1830769230769198,Residential,Two Family,25,
3134,3135,1196,2011,06/04/2012 12:00:00 AM,Ansonia,5 VOSE STREET,145700,147000.0,0.9911564625850341,Residential,Single Family,,
3161,3162,111,2011,10/03/2011 12:00:00 AM,Ansonia,51 PERSHING DRIVE,171500,225000.0,0.7622222222222221,Commercial,,24,
3172,3173,1153,2011,03/12/2012 12:00:00 AM,Ansonia,52 JEWETT STREETREET,215300,64000.0,3.3640625,Residential,Four Family,7,
3181,3182,1107,2011,11/10/2011 12:00:00 AM,Ansonia,53 BRIDGE STREET,114100,205866.0,0.554244022810955,Commercial,,24,
3201,3202,1100,2011,10/17/2011 12:00:00 AM,Ansonia,54 BENZ STREET,169200,188000.0,0.9,Residential,Single Family,,
3204,3205,11033,2011,08/17/2012 12:00:00 AM,Ansonia,54 ELM STREET,170700,97000.0,1.7597938144329899,Residential,Two Family,7,
3214,3215,11052,2011,09/27/2012 12:00:00 AM,Ansonia,54 WOODLAWN AVE,152600,180000.0,0.847777777777778,Residential,Single Family,,
3224,3225,1180,2011,05/02/2012 12:00:00 AM,Ansonia,55 HOLBROOK STREET,167300,148000.0,1.13040540540541,Residential,Two Family,,
3251,3252,1178,2011,04/24/2012 12:00:00 AM,Ansonia,56 GROVE STREET,166700,152910.0,1.09018376822968,Residential,Two Family,,
3262,3263,11009,2011,07/05/2012 12:00:00 AM,Ansonia,57 PERSHING DRIVE,228100,103000.0,2.21456310679612,Commercial,,7,
3296,3297,1182,2011,05/11/2012 12:00:00 AM,Ansonia,6 CEDAR STREET,193000,82500.0,2.33939393939394,Residential,Three Family,25,
3309,3309,11001,2011,06/08/2012 12:00:00 AM,Ansonia,6 FIFTH STREET,182900,125800.0,1.4538950715421297,Residential,Three Family,,
3326,3326,11004,2011,06/18/2012 12:00:00 AM,Ansonia,6 HUGHES CR,150400,168600.0,0.892052194543298,Condo,,,
3351,3350,11031,2011,08/15/2012 12:00:00 AM,Ansonia,6 SCOTLAND STREET,161400,102500.0,1.5746341463414602,Residential,Two Family,,
3383,3381,1152,2011,03/07/2012 12:00:00 AM,Ansonia,61 HODGE AVENUE,157800,130000.0,1.2138461538461498,Residential,Single Family,,
3426,3425,11047,2011,09/17/2012 12:00:00 AM,Ansonia,65 PROSPECT STREET,146500,131000.0,1.11832061068702,Residential,Single Family,,
3427,3426,1199,2011,06/05/2012 12:00:00 AM,Ansonia,65 SILVER HILL ROAD,186700,167000.0,1.1179640718562902,Residential,Single Family,,
3430,3429,1117,2011,12/01/2011 12:00:00 AM,Ansonia,66 COE LA,191200,228000.0,0.83859649122807,Residential,Single Family,,
3454,3454,1149,2011,03/01/2012 12:00:00 AM,Ansonia,68 HULL STREETREET,177400,181000.0,0.980110497237569,Residential,Single Family,,
3480,3481,1148,2011,03/01/2012 12:00:00 AM,Ansonia,7 EAST STREETREET,144800,147000.0,0.9850340136054421,Residential,Single Family,,
3500,3501,117,2011,10/13/2011 12:00:00 AM,Ansonia,7 HIGHLAND AVE,123900,130000.0,0.953076923076923,Residential,Single Family,,
3506,3507,11007,2011,06/29/2012 12:00:00 AM,Ansonia,7 HUGHES CR,148700,159000.0,0.9352201257861641,Condo,,,
3538,3539,11030,2011,08/15/2012 12:00:00 AM,Ansonia,70 BENZ STREET,204200,260000.0,0.785384615384615,Residential,Single Family,,
3544,3545,1129,2011,12/28/2011 12:00:00 AM,Ansonia,70 HULL STREET,172500,21000.0,8.21428571428571,Commercial,,9,
3572,3573,1130,2011,12/28/2011 12:00:00 AM,Ansonia,72 HULL STREET,24900,7000.0,3.5571428571428596,Vacant Land,,9,
3579,3580,11023,2011,08/01/2012 12:00:00 AM,Ansonia,73 HOWARD AVE,176700,47000.0,3.7595744680851095,Residential,Single Family,14,
3617,3618,1157,2011,03/19/2012 12:00:00 AM,Ansonia,75 MYRTLE AVENUE,117000,37500.0,3.12,Residential,Single Family,7,
3640,3641,1104,2011,11/07/2011 12:00:00 AM,Ansonia,78 FRANKLIN STREET,185300,246000.0,0.7532520325203249,Residential,Two Family,,
3660,3661,1170,2011,04/04/2012 12:00:00 AM,Ansonia,8 BEHRLE DRIVE,174600,198000.0,0.8818181818181821,Residential,Single Family,,
3680,3681,1105,2011,11/09/2011 12:00:00 AM,Ansonia,8 HOINSKI WAY,264200,310000.0,0.8522580645161291,Residential,Single Family,,
3708,3709,114,2011,10/05/2011 12:00:00 AM,Ansonia,80 BEAVER STREET,241500,217000.0,1.11290322580645,Residential,Three Family,,
3713,3714,11026,2011,08/07/2012 12:00:00 AM,Ansonia,80 N STREETATE STREET,196900,172000.0,1.14476744186047,Residential,Three Family,,
3716,3717,11013,2011,07/12/2012 12:00:00 AM,Ansonia,80 WOODBRIDGE AVE,147100,172000.0,0.855232558139535,Residential,Single Family,,
3752,3753,11044,2011,09/12/2012 12:00:00 AM,Ansonia,85 DWIGHT STREET,164300,75000.0,2.1906666666666696,Residential,Single Family,14,
3768,3769,1135,2011,01/10/2012 12:00:00 AM,Ansonia,87 HUBBELL AVE,169900,144000.0,1.1798611111111101,Residential,Single Family,25,
3785,3786,1155,2011,03/14/2012 12:00:00 AM,Ansonia,89 MYRTLE AVENUE,163900,150000.0,1.09266666666667,Residential,Two Family,,
3814,3815,1167,2011,04/03/2012 12:00:00 AM,Ansonia,9 FINNEY STREET EXT,166400,190000.0,0.8757894736842109,Residential,Single Family,,
3836,3837,1119,2011,12/05/2011 12:00:00 AM,Ansonia,9 KATHY LA,147400,170000.0,0.867058823529412,Residential,Single Family,7,
3856,3857,11037,2011,08/30/2012 12:00:00 AM,Ansonia,9 SHEASBY ROAD,190800,220000.0,0.8672727272727271,Residential,Single Family,,
3861,3862,11049,2011,09/18/2012 12:00:00 AM,Ansonia,90 GROVE STREET,172400,135000.0,1.27703703703704,Residential,Two Family,25,
3883,3884,11025,2011,08/07/2012 12:00:00 AM,Ansonia,93 JEWETT STREET,167500,135000.0,1.24074074074074,Residential,Single Family,,
3890,3891,1138,2011,02/06/2012 12:00:00 AM,Ansonia,94 GREAT HILL ROAD,51100,32424.0,1.5759930915371299,Vacant Land,,,
3894,3895,11046,2011,09/14/2012 12:00:00 AM,Ansonia,94 JACKSON STREET,163600,150000.0,1.09066666666667,Residential,Three Family,,
3918,3919,11014,2011,07/17/2012 12:00:00 AM,Ansonia,96 HOWARD AVE,206200,270000.0,0.763703703703704,Residential,Three Family,,
3925,3926,1165,2011,04/02/2012 12:00:00 AM,Ansonia,97 N STREETATE STREET,135600,54900.0,2.4699453551912596,Residential,Single Family,14,
3939,3940,1133,2011,01/03/2012 12:00:00 AM,Ansonia,99 FORD STREET,149000,165000.0,0.903030303030303,Condo,,,
4999,5000,110250,2011,07/30/2012 12:00:00 AM,Avon,1 CAMDEN WAY,411360,531000.0,0.774689265536723,Residential,Single Family,,
5010,5011,110096,2011,02/09/2012 12:00:00 AM,Avon,1 CHESTNUT DRIVE,133220,206936.0,0.64377392043917,Condo,,,
5033,5034,110243,2011,07/23/2012 12:00:00 AM,Avon,1 HAMPTON PLACEACE,154440,160500.0,0.9622429906542059,Condo,,,
5088,5089,110097,2011,02/13/2012 12:00:00 AM,Avon,1 SPYGLASS DRIVE,229820,310000.0,0.7413548387096779,Condo,,,
5089,5090,110111,2011,03/05/2012 12:00:00 AM,Avon,1 STREETONINGTON COURT,154440,181000.0,0.8532596685082869,Condo,,,
5107,5108,110165,2011,05/08/2012 12:00:00 AM,Avon,1 WYNDEMERE,371110,565000.0,0.6568318584070799,Condo,,,
5128,5129,110296,2011,08/30/2012 12:00:00 AM,Avon,10 BRIDLE PATH,258930,355500.0,0.728354430379747,Condo,,,
5156,5157,110116,2011,03/12/2012 12:00:00 AM,Avon,10 CROSSROADS LANE,241010,342000.0,0.7047076023391808,Condo,,,
5191,5192,110056,2011,12/19/2011 12:00:00 AM,Avon,10 MILLSTONE DRIVE,301820,420000.0,0.7186190476190479,Residential,Single Family,,
5196,5197,110184,2011,06/01/2012 12:00:00 AM,Avon,10 MORGAN PLACEACE,240910,335000.0,0.7191343283582091,Condo,,,
5203,5204,110124,2011,03/20/2012 12:00:00 AM,Avon,10 OLD KINGS ROAD,491660,650000.0,0.7564,Residential,Single Family,,
5213,5214,110011,2011,10/14/2011 12:00:00 AM,Avon,10 SEDGEWOOD ROAD,399750,550000.0,0.726818181818182,Residential,Single Family,,
5216,5217,110265,2011,08/06/2012 12:00:00 AM,Avon,10 SHIRECREST,295820,334000.0,0.885688622754491,Condo,,,
5274,5275,110218,2011,06/22/2012 12:00:00 AM,Avon,101 STREETAGECOACH DRIVE,370940,435000.0,0.8527356321839079,Residential,Single Family,,
5317,5318,110312,2011,09/10/2012 12:00:00 AM,Avon,105 TAMARA CIRCLE,253080,408500.0,0.61953488372093,Residential,Single Family,,
5353,5353,110208,2011,06/19/2012 12:00:00 AM,Avon,11 APPLEWOOD LANE,209720,247500.0,0.847353535353535,Residential,Single Family,,
5356,5357,110195,2011,06/13/2012 12:00:00 AM,Avon,11 ARLINGTON DRIVE,416290,558000.0,0.746039426523298,Residential,Single Family,,
5392,5393,110238,2011,07/16/2012 12:00:00 AM,Avon,11 DEEPWOOD DRIVE,233070,305000.0,0.7641639344262301,Residential,Single Family,,
